长春市天集医药有限公司,13604312175  13894886389,0431-85884191,长春,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
吉林省百源康医药有限公司,0431-82796366,0431-82796366,长春市,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
安徽永生堂药业有限责任公司,0558-6483399 6482805,0558-6482805 6483157,安徽省临泉县永生路6号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
济宁万森医药有限公司,0537-3100658,0537-3100658,山东省济宁市汶上县经济开发区,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
吉林省红石药业有限公司,13756171523,,长春市绿园区翔龙路17号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
浙江佐力药业股份有限公司,0572-8281088,86-572-8281246,浙江省湖州市德清县武康镇莫干山经济开发区志远路388号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
山东司邦得制药有限公司,0531-83624777  83625898 ,0531-83624777     ,山东省章丘市龙山办事处龙湖路东,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
柳河方大制药有限公司,0435-7223347,0435-7224188,吉林省柳河县柳河大街415号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
通化金恺威药业有限公司,0435-3636488,0435-3728819,吉林省通化市医药大路14299号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
河南省海尔森医药有限公司（金源医药）,0371-61807336,0371-61807336,郑州市城东南路89号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
宜昌人福药业有限责任公司,0717-6345005 6345002,0717-6345002,湖北省宜昌开发区大连路19号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
兰州和盛堂制药有限公司,0931-4538298,0931-7613720,甘肃省兰州市安宁区枣林路21号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
太阳石(唐山)药业有限公司,0315-3177873,-3178105,河北省唐山市高新技术开发区火炬路,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
西安阿斯兰制药有限责任公司,029-2225868 2482591,029-2225868 2225968,陕西西安市新廊门111号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
太原生物化学制药厂,0351-7125712,0351-7125712,北营北路6号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
河南省迪康医药有限责任公司,0371-66035678,0371-66241118,郑州市城东路115号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
安徽云鹏制药有限公司,,,全椒县滁全路开发区,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
河南帅克制药有限公司,0394-4695417 4695716,0371-65861035,河南省项城市环城东路,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
河南圣凡制药有限公司,0371-65630530  65635606,0371-65630804 ,郑州市红专路128号金城宜家美景A-1004,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
郑州华泰医药有限公司,(0371)-6896711 69380155,0371-68983386,郑州嵩山南路绿城花园,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
济南永宁制药股份有限公司,0531-88729539,0531-88729558,山东省济南市经十路8168号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
安徽丰泽药业有限公司,0550-5012588 ,0550-5011434 ,全椒县城八一路65号 ,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
广东太阳神荔城制药有限公司,020-82627501,020-82733227,广州市增城市西园南路槎岗,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
海南华胜生物医药有限公司,0898-66715808,0898-36397089,海口市龙华区城西镇金盘建设三横路4号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
生命科技(中山)生物药业有限公司,0760-8293088 ,0760-8293089 ,国家健康科技产业基地健康路8号 ,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
安徽仁和药业有限公司,0558-2212819 0558-2213009,0558-2218099,安徽省阜阳经济技术开发区新阳大道27号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
上海医药(集团)有限公司信谊制药总厂,021-58995818 ,021-63268069 ,上海浦东新金桥路905号 ,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
山东齐都药业有限公司,0533-7155077,0533-7150889,山东省淄博市临淄区人民东路28号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
西安仁仁药业有限公司,029-86695081转8543,029-86695061,西安市高新区定昆池一路3号 ,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
吉林百姓堂药业有限公司,0434-3225777 13689736666,,吉林省四平市铁西区兴红路1622号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
山东胜利药业有限公司,0546-8811918,0546-8365536,山东省东营市东营区北二路142号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
北京大恒倍生药业有限公司,010-53934515,010-62991987,北京市顺义区中北工业区,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
桂林三金药业股份有限公司,0773-5843251 5843205,0773-5812547,广西桂林市七星区三里店金星路一号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
重庆华邦制药股份有限公司,023-67889222 ,023-67889222 ,重庆市渝北区人和星光大道69号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
宝鸡秦昆制药有限责任公司,0917-3312241 029-88320365,0917-3312094,陕西省宝鸡市川陕路21号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
黑龙江省完达山制药厂哈尔滨分厂,0451-86781578 86786198,0451-86781377 86781711,哈尔滨开发区哈平路集中区青岛一路８号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
五○五药业有限公司,9103289560,,陕西咸阳乐育北路19号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
陕西香菊药业集团有限公司,0914-2312331,0914-2313146,陕西省商洛市香菊路,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
广西千珍制药有限公司,0771-4015068 4015066,0771-4018132,广西南宁市江南区银海大道838号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
上海静安制药有限公司,021-58919148,021-58919149,浦东新区北蔡镇上海市川北路375,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
贵州信邦制药股份有限公司,0851-8660288 8660238,0851-8660280,贵阳市白云经济开发区信邦大道227号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
上海强生制药有限公司,021-2205 8888   800-820-1188,,上海,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
上海医药（集团）有限公司信谊制药总厂,021-58995818,021-58995721,上海市浦东新区新金桥路905号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
西安高科陕西金方药业公司,029-88313862 68965007,029-88326377,西安市高新区高新路52号高科大厦20层,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
天津同仁堂集团股份有限公司,022-26579878 26579880,022-26579880,天津市河西区马场道59号ICTC国际经贸中心A-30F,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
江西国药有限责任公司,0791-5985666 5985838,(0791)5985888,江西省南昌市小兰工业园国药大道888号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
四川光大制药有限公司,028-83871028,028-3872918,四川省彭州市龙兴北街82号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
陕西嘉力药业有限公司,029-87289060　,029-87263078,陕西省西安市南新街29号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
山西晋新双鹤药业有限责任公司,0359-8556048 8556519,0359-8556598,山西省运城市夏县晋新路,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
安阳路德药业有限责任公司,,,河南省安阳市文峰区东工路南段39号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
河北龙昌药业有限公司,,0316-6089532,河北廊坊经济技术开发区27号小区,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
北京三九药业有限公司,010-64890022-107　,010-64925952　,北京市朝阳区安慧里3区10号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
宁夏启元药业有限公司,0951-5070388,0951-4066868；4066968,宁夏银川市金凤区宁安大街85号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
湖北虎泉药业有限公司,027-87514418,:027-87514166,湖北省武汉市东湖高新技术开发区关山二路18号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
西双版纳版纳药业有限责任公司,0691-2221717 2220483；0871-7176017 5152595,0871-7176017,云南省景洪市江北路４号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
贵州神奇制药有限公司,0851-6768888,0851-6770701 ,贵州省贵阳市北京路1号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
昆明圣火制药有限责任公司,0871-7262972,7261737-8004,5146024,-7262207,昆明市经济技术开发区北区,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,
酒泉大禹制药有限责任公司,,,,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
江西九连山药业有限公司,0797-3520733,0797-3520138,赣州市龙南县工业园,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
上海华源长富药业集团辽宁制药有限公司,024-25893812 ,024-25893812 ,阜新市海州区矿工大街17号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
陕西安康中药厂,,,,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
陕西白云制药有限公司,0916-7232698,0916-7232698,汉中市城固县博望镇关王堡,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
四川天策药业有限责任公司,0838-5230006, ,德阳市广汉市金鱼镇凉水井,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
四川好医生攀西药业有限责任公司,028-87761338, ,四川省成都市西昌机场路,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
昆明亨利泰康药业有限公司,0871-7173959 8336823 ,0871-7173959 ,昆明市关上南路98号 ,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
大理药业有限公司,0872-2192036,0872-2192036,大理市下关镇环城西路118号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
玉溪药业有限公司,0877-2015437-8218, ,云南省玉溪市玉兴路27号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
云南生物谷弥勒药业有限公司,0873-6125470,0873-6125434,红河州弥勒县弥阳镇冉翁西路77号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
云南杉榆制药有限公司,0871-5300811,0871-5300811,云南省昆明市五华区学府路604号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
